#SUBMITTED ID	DOI	ISSUE	PAGES	PARENT_PUBLICATION_TITLE	PUBLICATION_TYPE	PUBMED_ID	RELATED_PUBLICATIONS	VOLUME
FBrf0239051	10.1242/dmm.031492	6	dmm031492	Disease models & mechanisms	review	29853544	-	11
FBrf0212601	10.1242/dmm.003970	1	21--30	Disease models & mechanisms	review	21183483	-	4
FBrf0209046	10.1242/dmm.002378	9-10	490--499	Disease models & mechanisms	paper	19638420	-	2
FBrf0238980	10.1242/dmm.031849	5	dmm031849	Disease models & mechanisms	paper	29716962	-	11
FBrf0223242	10.1242/dmm.012559	6	1339--1352	Disease models & mechanisms	review	24092876	-	6
FBrf0233043	10.1242/dmm.022665	6	697--705	Disease models & mechanisms	paper	27101844	-	9
FBrf0214800	10.1242/dmm.008094	3	e1	Disease models & mechanisms	film	21555326	-	4
FBrf0208014	10.1242/dmm.000653	5-6	247--266	Disease models & mechanisms	paper	19380309	FBrf0215473	2
FBrf0216626	10.1242/dmm.007948	6	842--849	Disease models & mechanisms	paper	21719444	-	4
FBrf0211672	10.1242/dmm.005058	9-10	628--638	Disease models & mechanisms	paper	20519568	-	3
FBrf0234660	10.1242/dmm.026476	2	105--118	Disease models & mechanisms	paper	28067622	-	10
FBrf0231141	10.1242/dmm.024810	3	229--231	Disease models & mechanisms	editorial	26935101	-	9
FBrf0226909	10.1242/dmm.017137	12	1365--1378	Disease models & mechanisms	paper	25326312	-	7
FBrf0239139	10.1242/dmm.032938	6	dmm032938	Disease models & mechanisms	paper	29716954	-	11
FBrf0222724	10.1242/dmm.011924	5	1123--1132	Disease models & mechanisms	paper	23649823	-	6
FBrf0214196	10.1242/dmm.005231	3	411--420	Disease models & mechanisms	paper	21183476	-	4
FBrf0206324	10.1242/dmm.000877	1	67--68	Disease models & mechanisms	review	-	-	1
FBrf0238490	10.1242/dmm.032482	3	dmm032482	Disease models & mechanisms	paper	29590638	-	11
FBrf0230308	10.1242/dmm.021428	12	1569--1578	Disease models & mechanisms	paper	26515653	-	8
FBrf0231136	10.1242/dmm.023564	3	253--269	Disease models & mechanisms	review	26935104	-	9
FBrf0221096	10.1242/dmm.009985	2	521--529	Disease models & mechanisms	paper	22996645	-	6
FBrf0234659	10.1242/dmm.027045	2	141--150	Disease models & mechanisms	paper	28067623	-	10
FBrf0237780	10.1242/dmm.031146	1	dmm031146	Disease models & mechanisms	paper	29208636	-	11
FBrf0220450	10.1242/dmm.010207	1	84--94	Disease models & mechanisms	paper	22773758	-	6
FBrf0231137	10.1242/dmm.022350	3	321--334	Disease models & mechanisms	paper	26839389	-	9
FBrf0228739	10.1242/dmm.018127	7	679--690	Disease models & mechanisms	paper	26092529	-	8
FBrf0231142	10.1242/dmm.024612	3	233	Disease models & mechanisms	obituary	26758990	-	9
FBrf0219906	10.1242/dmm.009050	6	796--803	Disease models & mechanisms	paper	22736462	-	5
FBrf0214028	10.1242/dmm.006619	4	504--514	Disease models & mechanisms	paper	21540241	-	4
FBrf0215473	10.1242/dmm.003376	5-6	199--200	Disease models & mechanisms	note	19407322	FBrf0208014	2
FBrf0231859	10.1242/dmm.023887	4	365--376	Disease models & mechanisms	review	27053133	-	9
FBrf0239245	10.1242/dmm.031286	6	dmm031286	Disease models & mechanisms	paper	29739804	-	11
FBrf0214087	10.1242/dmm.002006	11-12	693--700	Disease models & mechanisms	review	20682752	-	3
FBrf0226310	10.1242/dmm.015321	10	1165--1174	Disease models & mechanisms	paper	25085991	-	7
FBrf0240235	10.1242/dmm.035337	9	dmm035337	Disease models & mechanisms	paper	30108060	FBrf0240516	11
FBrf0218226	10.1242/dmm.008722	3	342--350	Disease models & mechanisms	paper	22344740	-	5
FBrf0240721	10.1242/dmm.035873	11	dmm035873	Disease models & mechanisms	paper	30082495	-	11
FBrf0221094	10.1242/dmm.010348	2	373--382	Disease models & mechanisms	paper	23104988	-	6
FBrf0230570	10.1242/dmm.022145	1	63--68	Disease models & mechanisms	paper	26542705	-	9
FBrf0215017	10.1242/dmm.007419	5	659--672	Disease models & mechanisms	paper	21669930	-	4
FBrf0229108	10.1242/dmm.020339	8	769--782	Disease models & mechanisms	review	26203125	-	8
FBrf0217617	10.1242/dmm.008847	2	210--219	Disease models & mechanisms	paper	22228754	-	5
FBrf0232241	10.1242/dmm.023416	5	501--512	Disease models & mechanisms	paper	26921396	-	9
FBrf0218659	10.1242/dmm.008623	4	553--561	Disease models & mechanisms	paper	22362363	-	5
FBrf0232240	10.1242/dmm.022939	5	513--527	Disease models & mechanisms	paper	26940433	-	9
FBrf0215041	10.1242/dmm.008045	5	673--685	Disease models & mechanisms	paper	21669931	-	4
FBrf0228741	10.1242/dmm.019786	7	669--677	Disease models & mechanisms	paper	26092528	-	8
FBrf0225705	10.1242/dmm.013987	8	1005--1012	Disease models & mechanisms	paper	24906373	-	7
FBrf0231143	10.1242/dmm.018069	3	295--306	Disease models & mechanisms	paper	26659252	-	9
FBrf0214008	10.1242/dmm.006627	4	515--525	Disease models & mechanisms	paper	21540243	-	4
FBrf0216685	10.1242/dmm.006908	6	753--761	Disease models & mechanisms	review	21979943	-	4
FBrf0233940	10.1242/dmm.022988	11	1375--1382	Disease models & mechanisms	paper	27562100	-	9
FBrf0224367	10.1242/dmm.012104	3	373--385	Disease models & mechanisms	paper	24487408	-	7
FBrf0221420	10.1242/dmm.010066	3	661--678	Disease models & mechanisms	paper	23324326	-	6
FBrf0233399	10.1242/dmm.025320	9	917--926	Disease models & mechanisms	review	27604692	-	9
FBrf0237535	10.1242/dmm.031203	12	1381--1389	Disease models & mechanisms	review	29259023	-	10
FBrf0211218	10.1242/dmm.004598	7-8	471--485	Disease models & mechanisms	paper	20442204	-	3
